app_instance_id,base_app_id,env,app_type,RTO_hours,RPO_minutes,financial_impact_k_per_hour,regulatory,customer_impact,BCP_score,BCP_tier,BCP_rationale
APP_064-prod,APP_064,prod,frontend,38.72,429,0.25,False,4,4.51,Business Operational,"RTO=38.72h, RPO=429m, $impact=0.25k/hr, regulatory=False, customer_impact=4 -> BCP 4.51 (Business Operational)"
APP_064-nonprod,APP_064,nonprod,frontend,14.56,49,13.69,False,4,5.5,Business Operational,"RTO=14.56h, RPO=49m, $impact=13.69k/hr, regulatory=False, customer_impact=4 -> BCP 5.5 (Business Operational)"
APP_065-prod,APP_065,prod,frontend,40.74,1013,0.32,False,6,4.65,Business Operational,"RTO=40.74h, RPO=1013m, $impact=0.32k/hr, regulatory=False, customer_impact=6 -> BCP 4.65 (Business Operational)"
APP_065-nonprod,APP_065,nonprod,frontend,63.09,839,7.54,False,4,4.68,Business Operational,"RTO=63.09h, RPO=839m, $impact=7.54k/hr, regulatory=False, customer_impact=4 -> BCP 4.68 (Business Operational)"
APP_066-prod,APP_066,prod,frontend,5.6,1356,8.15,False,2,4.88,Business Operational,"RTO=5.6h, RPO=1356m, $impact=8.15k/hr, regulatory=False, customer_impact=2 -> BCP 4.88 (Business Operational)"
APP_066-nonprod,APP_066,nonprod,frontend,7.19,917,0.16,True,6,5.18,Business Operational,"RTO=7.19h, RPO=917m, $impact=0.16k/hr, regulatory=True, customer_impact=6 -> BCP 5.18 (Business Operational)"
APP_067-prod,APP_067,prod,frontend,23.27,1431,0.3,False,3,4.27,Non-Critical,"RTO=23.27h, RPO=1431m, $impact=0.3k/hr, regulatory=False, customer_impact=3 -> BCP 4.27 (Non-Critical)"
APP_067-nonprod,APP_067,nonprod,frontend,57.35,348,12.31,False,6,5.26,Business Operational,"RTO=57.35h, RPO=348m, $impact=12.31k/hr, regulatory=False, customer_impact=6 -> BCP 5.26 (Business Operational)"
APP_068-prod,APP_068,prod,frontend,62.21,1425,1.67,False,4,4.33,Non-Critical,"RTO=62.21h, RPO=1425m, $impact=1.67k/hr, regulatory=False, customer_impact=4 -> BCP 4.33 (Non-Critical)"
APP_068-nonprod,APP_068,nonprod,frontend,53.81,1366,0.68,False,9,5.03,Business Operational,"RTO=53.81h, RPO=1366m, $impact=0.68k/hr, regulatory=False, customer_impact=9 -> BCP 5.03 (Business Operational)"
APP_069-prod,APP_069,prod,frontend,12.99,275,0.2,True,4,4.97,Business Operational,"RTO=12.99h, RPO=275m, $impact=0.2k/hr, regulatory=True, customer_impact=4 -> BCP 4.97 (Business Operational)"
APP_069-nonprod,APP_069,nonprod,frontend,43.57,440,0.84,False,5,4.71,Business Operational,"RTO=43.57h, RPO=440m, $impact=0.84k/hr, regulatory=False, customer_impact=5 -> BCP 4.71 (Business Operational)"
APP_070-prod,APP_070,prod,frontend,33.78,999,496.19,False,7,6.14,Business Operational,"RTO=33.78h, RPO=999m, $impact=496.19k/hr, regulatory=False, customer_impact=7 -> BCP 6.14 (Business Operational)"
APP_070-nonprod,APP_070,nonprod,frontend,48.28,1346,5.02,False,3,4.43,Non-Critical,"RTO=48.28h, RPO=1346m, $impact=5.02k/hr, regulatory=False, customer_impact=3 -> BCP 4.43 (Non-Critical)"
APP_071-prod,APP_071,prod,frontend,65.59,1195,0.19,False,6,4.48,Non-Critical,"RTO=65.59h, RPO=1195m, $impact=0.19k/hr, regulatory=False, customer_impact=6 -> BCP 4.48 (Non-Critical)"
APP_071-nonprod,APP_071,nonprod,frontend,54.43,832,1.43,True,8,5.18,Business Operational,"RTO=54.43h, RPO=832m, $impact=1.43k/hr, regulatory=True, customer_impact=8 -> BCP 5.18 (Business Operational)"
APP_072-prod,APP_072,prod,frontend,50.98,1359,10.04,False,2,4.4,Non-Critical,"RTO=50.98h, RPO=1359m, $impact=10.04k/hr, regulatory=False, customer_impact=2 -> BCP 4.4 (Non-Critical)"
APP_072-nonprod,APP_072,nonprod,frontend,0.32,12,1.95,False,6,5.88,Business Operational,"RTO=0.32h, RPO=12m, $impact=1.95k/hr, regulatory=False, customer_impact=6 -> BCP 5.88 (Business Operational)"
APP_073-prod,APP_073,prod,frontend,1.93,25,19.99,False,6,6.29,Business Operational,"RTO=1.93h, RPO=25m, $impact=19.99k/hr, regulatory=False, customer_impact=6 -> BCP 6.29 (Business Operational)"
APP_073-nonprod,APP_073,nonprod,frontend,49.06,410,0.14,False,7,4.89,Business Operational,"RTO=49.06h, RPO=410m, $impact=0.14k/hr, regulatory=False, customer_impact=7 -> BCP 4.89 (Business Operational)"
APP_074-prod,APP_074,prod,frontend,47.61,1321,0.53,False,3,4.14,Non-Critical,"RTO=47.61h, RPO=1321m, $impact=0.53k/hr, regulatory=False, customer_impact=3 -> BCP 4.14 (Non-Critical)"
APP_074-nonprod,APP_074,nonprod,frontend,36.42,158,2.47,False,3,4.76,Business Operational,"RTO=36.42h, RPO=158m, $impact=2.47k/hr, regulatory=False, customer_impact=3 -> BCP 4.76 (Business Operational)"
APP_075-prod,APP_075,prod,frontend,62.04,495,59.52,False,7,5.66,Business Operational,"RTO=62.04h, RPO=495m, $impact=59.52k/hr, regulatory=False, customer_impact=7 -> BCP 5.66 (Business Operational)"
APP_075-nonprod,APP_075,nonprod,frontend,58.95,805,6.6,False,6,4.98,Business Operational,"RTO=58.95h, RPO=805m, $impact=6.6k/hr, regulatory=False, customer_impact=6 -> BCP 4.98 (Business Operational)"
APP_076-prod,APP_076,prod,frontend,69.91,599,11.44,False,6,5.1,Business Operational,"RTO=69.91h, RPO=599m, $impact=11.44k/hr, regulatory=False, customer_impact=6 -> BCP 5.1 (Business Operational)"
APP_076-nonprod,APP_076,nonprod,frontend,39.98,612,0.56,False,6,4.79,Business Operational,"RTO=39.98h, RPO=612m, $impact=0.56k/hr, regulatory=False, customer_impact=6 -> BCP 4.79 (Business Operational)"
APP_077-prod,APP_077,prod,frontend,45.78,1101,0.65,False,4,4.35,Non-Critical,"RTO=45.78h, RPO=1101m, $impact=0.65k/hr, regulatory=False, customer_impact=4 -> BCP 4.35 (Non-Critical)"
APP_077-nonprod,APP_077,nonprod,frontend,32.67,1014,0.31,False,6,4.7,Business Operational,"RTO=32.67h, RPO=1014m, $impact=0.31k/hr, regulatory=False, customer_impact=6 -> BCP 4.7 (Business Operational)"
APP_078-prod,APP_078,prod,frontend,18.75,253,15.97,False,6,5.64,Business Operational,"RTO=18.75h, RPO=253m, $impact=15.97k/hr, regulatory=False, customer_impact=6 -> BCP 5.64 (Business Operational)"
APP_078-nonprod,APP_078,nonprod,frontend,1.99,27,7.01,True,4,5.91,Business Operational,"RTO=1.99h, RPO=27m, $impact=7.01k/hr, regulatory=True, customer_impact=4 -> BCP 5.91 (Business Operational)"
APP_079-prod,APP_079,prod,frontend,36.89,1040,10.85,False,9,5.6,Business Operational,"RTO=36.89h, RPO=1040m, $impact=10.85k/hr, regulatory=False, customer_impact=9 -> BCP 5.6 (Business Operational)"
APP_079-nonprod,APP_079,nonprod,frontend,70.62,373,16.03,False,6,5.25,Business Operational,"RTO=70.62h, RPO=373m, $impact=16.03k/hr, regulatory=False, customer_impact=6 -> BCP 5.25 (Business Operational)"
APP_080-prod,APP_080,prod,frontend,37.58,1269,285.83,False,3,5.35,Business Operational,"RTO=37.58h, RPO=1269m, $impact=285.83k/hr, regulatory=False, customer_impact=3 -> BCP 5.35 (Business Operational)"
APP_080-nonprod,APP_080,nonprod,frontend,31.05,1347,10.74,False,7,5.29,Business Operational,"RTO=31.05h, RPO=1347m, $impact=10.74k/hr, regulatory=False, customer_impact=7 -> BCP 5.29 (Business Operational)"
APP_081-prod,APP_081,prod,frontend,22.9,857,989.94,False,4,5.96,Business Operational,"RTO=22.9h, RPO=857m, $impact=989.94k/hr, regulatory=False, customer_impact=4 -> BCP 5.96 (Business Operational)"
APP_081-nonprod,APP_081,nonprod,frontend,39.7,516,16.13,False,7,5.49,Business Operational,"RTO=39.7h, RPO=516m, $impact=16.13k/hr, regulatory=False, customer_impact=7 -> BCP 5.49 (Business Operational)"
APP_082-prod,APP_082,prod,frontend,24.52,295,61.66,False,8,6.13,Business Operational,"RTO=24.52h, RPO=295m, $impact=61.66k/hr, regulatory=False, customer_impact=8 -> BCP 6.13 (Business Operational)"
APP_082-nonprod,APP_082,nonprod,frontend,56.29,91,95.24,False,4,5.58,Business Operational,"RTO=56.29h, RPO=91m, $impact=95.24k/hr, regulatory=False, customer_impact=4 -> BCP 5.58 (Business Operational)"
APP_083-prod,APP_083,prod,frontend,29.03,965,191.86,False,7,5.97,Business Operational,"RTO=29.03h, RPO=965m, $impact=191.86k/hr, regulatory=False, customer_impact=7 -> BCP 5.97 (Business Operational)"
APP_083-nonprod,APP_083,nonprod,frontend,4.59,738,22.95,False,6,5.84,Business Operational,"RTO=4.59h, RPO=738m, $impact=22.95k/hr, regulatory=False, customer_impact=6 -> BCP 5.84 (Business Operational)"
APP_084-prod,APP_084,prod,frontend,32.82,771,6.73,False,7,5.29,Business Operational,"RTO=32.82h, RPO=771m, $impact=6.73k/hr, regulatory=False, customer_impact=7 -> BCP 5.29 (Business Operational)"
APP_084-nonprod,APP_084,nonprod,frontend,47.83,247,7.55,False,9,5.72,Business Operational,"RTO=47.83h, RPO=247m, $impact=7.55k/hr, regulatory=False, customer_impact=9 -> BCP 5.72 (Business Operational)"
APP_085-prod,APP_085,prod,frontend,50.49,946,255.31,False,5,5.61,Business Operational,"RTO=50.49h, RPO=946m, $impact=255.31k/hr, regulatory=False, customer_impact=5 -> BCP 5.61 (Business Operational)"
APP_085-nonprod,APP_085,nonprod,frontend,28.6,476,74.97,False,4,5.46,Business Operational,"RTO=28.6h, RPO=476m, $impact=74.97k/hr, regulatory=False, customer_impact=4 -> BCP 5.46 (Business Operational)"
APP_086-prod,APP_086,prod,frontend,4.51,126,33.47,False,4,5.92,Business Operational,"RTO=4.51h, RPO=126m, $impact=33.47k/hr, regulatory=False, customer_impact=4 -> BCP 5.92 (Business Operational)"
APP_086-nonprod,APP_086,nonprod,frontend,54.27,641,0.25,False,4,4.35,Non-Critical,"RTO=54.27h, RPO=641m, $impact=0.25k/hr, regulatory=False, customer_impact=4 -> BCP 4.35 (Non-Critical)"
APP_087-prod,APP_087,prod,frontend,33.06,1008,410.86,True,5,5.93,Business Operational,"RTO=33.06h, RPO=1008m, $impact=410.86k/hr, regulatory=True, customer_impact=5 -> BCP 5.93 (Business Operational)"
APP_087-nonprod,APP_087,nonprod,frontend,22.54,558,0.38,False,6,4.91,Business Operational,"RTO=22.54h, RPO=558m, $impact=0.38k/hr, regulatory=False, customer_impact=6 -> BCP 4.91 (Business Operational)"
APP_088-prod,APP_088,prod,frontend,57.48,269,0.21,False,6,4.78,Business Operational,"RTO=57.48h, RPO=269m, $impact=0.21k/hr, regulatory=False, customer_impact=6 -> BCP 4.78 (Business Operational)"
APP_088-nonprod,APP_088,nonprod,frontend,18.86,1317,0.37,False,7,4.94,Business Operational,"RTO=18.86h, RPO=1317m, $impact=0.37k/hr, regulatory=False, customer_impact=7 -> BCP 4.94 (Business Operational)"
APP_089-prod,APP_089,prod,frontend,19.87,43,165.4,False,6,6.25,Business Operational,"RTO=19.87h, RPO=43m, $impact=165.4k/hr, regulatory=False, customer_impact=6 -> BCP 6.25 (Business Operational)"
APP_089-nonprod,APP_089,nonprod,frontend,13.06,652,2.41,False,8,5.51,Business Operational,"RTO=13.06h, RPO=652m, $impact=2.41k/hr, regulatory=False, customer_impact=8 -> BCP 5.51 (Business Operational)"
APP_090-prod,APP_090,prod,frontend,31.7,382,240.56,False,5,5.87,Business Operational,"RTO=31.7h, RPO=382m, $impact=240.56k/hr, regulatory=False, customer_impact=5 -> BCP 5.87 (Business Operational)"
APP_090-nonprod,APP_090,nonprod,frontend,35.82,364,19.4,False,10,6.06,Business Operational,"RTO=35.82h, RPO=364m, $impact=19.4k/hr, regulatory=False, customer_impact=10 -> BCP 6.06 (Business Operational)"
APP_091-prod,APP_091,prod,frontend,22.67,1408,42.95,False,7,5.64,Business Operational,"RTO=22.67h, RPO=1408m, $impact=42.95k/hr, regulatory=False, customer_impact=7 -> BCP 5.64 (Business Operational)"
APP_091-nonprod,APP_091,nonprod,frontend,50.01,1079,0.16,False,4,4.26,Non-Critical,"RTO=50.01h, RPO=1079m, $impact=0.16k/hr, regulatory=False, customer_impact=4 -> BCP 4.26 (Non-Critical)"
APP_092-prod,APP_092,prod,frontend,65.29,433,156.83,False,3,5.28,Business Operational,"RTO=65.29h, RPO=433m, $impact=156.83k/hr, regulatory=False, customer_impact=3 -> BCP 5.28 (Business Operational)"
APP_092-nonprod,APP_092,nonprod,frontend,46.56,905,51.41,False,6,5.44,Business Operational,"RTO=46.56h, RPO=905m, $impact=51.41k/hr, regulatory=False, customer_impact=6 -> BCP 5.44 (Business Operational)"
APP_093-prod,APP_093,prod,frontend,60.68,915,410.79,False,5,5.67,Business Operational,"RTO=60.68h, RPO=915m, $impact=410.79k/hr, regulatory=False, customer_impact=5 -> BCP 5.67 (Business Operational)"
APP_093-nonprod,APP_093,nonprod,frontend,32.86,847,85.0,True,7,5.93,Business Operational,"RTO=32.86h, RPO=847m, $impact=85.0k/hr, regulatory=True, customer_impact=7 -> BCP 5.93 (Business Operational)"
APP_094-prod,APP_094,prod,frontend,54.32,277,0.34,False,6,4.82,Business Operational,"RTO=54.32h, RPO=277m, $impact=0.34k/hr, regulatory=False, customer_impact=6 -> BCP 4.82 (Business Operational)"
APP_094-nonprod,APP_094,nonprod,frontend,39.16,1318,209.84,False,5,5.56,Business Operational,"RTO=39.16h, RPO=1318m, $impact=209.84k/hr, regulatory=False, customer_impact=5 -> BCP 5.56 (Business Operational)"
APP_095-prod,APP_095,prod,frontend,35.73,1167,96.88,False,4,5.29,Business Operational,"RTO=35.73h, RPO=1167m, $impact=96.88k/hr, regulatory=False, customer_impact=4 -> BCP 5.29 (Business Operational)"
APP_095-nonprod,APP_095,nonprod,frontend,69.4,228,734.52,False,2,5.56,Business Operational,"RTO=69.4h, RPO=228m, $impact=734.52k/hr, regulatory=False, customer_impact=2 -> BCP 5.56 (Business Operational)"
APP_096-prod,APP_096,prod,frontend,70.6,1393,165.33,False,5,5.36,Business Operational,"RTO=70.6h, RPO=1393m, $impact=165.33k/hr, regulatory=False, customer_impact=5 -> BCP 5.36 (Business Operational)"
APP_096-nonprod,APP_096,nonprod,frontend,2.97,786,6.59,False,7,5.82,Business Operational,"RTO=2.97h, RPO=786m, $impact=6.59k/hr, regulatory=False, customer_impact=7 -> BCP 5.82 (Business Operational)"
APP_097-prod,APP_097,prod,frontend,42.92,1189,576.99,True,6,6.06,Business Operational,"RTO=42.92h, RPO=1189m, $impact=576.99k/hr, regulatory=True, customer_impact=6 -> BCP 6.06 (Business Operational)"
APP_097-nonprod,APP_097,nonprod,frontend,3.75,1276,17.6,False,3,5.27,Business Operational,"RTO=3.75h, RPO=1276m, $impact=17.6k/hr, regulatory=False, customer_impact=3 -> BCP 5.27 (Business Operational)"
APP_098-prod,APP_098,prod,frontend,6.43,1191,434.06,False,6,6.31,Business Operational,"RTO=6.43h, RPO=1191m, $impact=434.06k/hr, regulatory=False, customer_impact=6 -> BCP 6.31 (Business Operational)"
APP_098-nonprod,APP_098,nonprod,frontend,11.78,1364,1.65,False,6,5.04,Business Operational,"RTO=11.78h, RPO=1364m, $impact=1.65k/hr, regulatory=False, customer_impact=6 -> BCP 5.04 (Business Operational)"
APP_099-prod,APP_099,prod,frontend,1.8,4,6.52,False,4,5.78,Business Operational,"RTO=1.8h, RPO=4m, $impact=6.52k/hr, regulatory=False, customer_impact=4 -> BCP 5.78 (Business Operational)"
APP_099-nonprod,APP_099,nonprod,frontend,68.22,620,93.13,False,6,5.54,Business Operational,"RTO=68.22h, RPO=620m, $impact=93.13k/hr, regulatory=False, customer_impact=6 -> BCP 5.54 (Business Operational)"
APP_100-prod,APP_100,prod,frontend,8.93,719,4.29,False,6,5.38,Business Operational,"RTO=8.93h, RPO=719m, $impact=4.29k/hr, regulatory=False, customer_impact=6 -> BCP 5.38 (Business Operational)"
APP_100-nonprod,APP_100,nonprod,frontend,0.9,13,634.19,False,3,6.6,Business Critical,"RTO=0.9h, RPO=13m, $impact=634.19k/hr, regulatory=False, customer_impact=3 -> BCP 6.6 (Business Critical)"
APP_101-prod,APP_101,prod,frontend,1.45,16,815.4,False,6,7.11,Business Critical,"RTO=1.45h, RPO=16m, $impact=815.4k/hr, regulatory=False, customer_impact=6 -> BCP 7.11 (Business Critical)"
APP_101-nonprod,APP_101,nonprod,frontend,15.29,202,246.68,False,7,6.45,Business Operational,"RTO=15.29h, RPO=202m, $impact=246.68k/hr, regulatory=False, customer_impact=7 -> BCP 6.45 (Business Operational)"
APP_102-prod,APP_102,prod,frontend,46.92,871,0.12,False,8,4.91,Business Operational,"RTO=46.92h, RPO=871m, $impact=0.12k/hr, regulatory=False, customer_impact=8 -> BCP 4.91 (Business Operational)"
APP_102-nonprod,APP_102,nonprod,frontend,10.81,826,0.19,False,8,5.28,Business Operational,"RTO=10.81h, RPO=826m, $impact=0.19k/hr, regulatory=False, customer_impact=8 -> BCP 5.28 (Business Operational)"
APP_103-prod,APP_103,prod,frontend,17.12,1256,2.06,True,3,4.69,Business Operational,"RTO=17.12h, RPO=1256m, $impact=2.06k/hr, regulatory=True, customer_impact=3 -> BCP 4.69 (Business Operational)"
APP_103-nonprod,APP_103,nonprod,frontend,2.2,1240,0.38,True,4,5.1,Business Operational,"RTO=2.2h, RPO=1240m, $impact=0.38k/hr, regulatory=True, customer_impact=4 -> BCP 5.1 (Business Operational)"
APP_104-prod,APP_104,prod,frontend,14.21,962,0.13,True,7,5.16,Business Operational,"RTO=14.21h, RPO=962m, $impact=0.13k/hr, regulatory=True, customer_impact=7 -> BCP 5.16 (Business Operational)"
APP_104-nonprod,APP_104,nonprod,frontend,18.66,486,0.5,True,7,5.29,Business Operational,"RTO=18.66h, RPO=486m, $impact=0.5k/hr, regulatory=True, customer_impact=7 -> BCP 5.29 (Business Operational)"
APP_105-prod,APP_105,prod,frontend,38.83,1081,8.03,False,7,5.22,Business Operational,"RTO=38.83h, RPO=1081m, $impact=8.03k/hr, regulatory=False, customer_impact=7 -> BCP 5.22 (Business Operational)"
APP_105-nonprod,APP_105,nonprod,frontend,9.63,740,604.87,True,10,7.12,Business Critical,"RTO=9.63h, RPO=740m, $impact=604.87k/hr, regulatory=True, customer_impact=10 -> BCP 7.12 (Business Critical)"
APP_106-prod,APP_106,prod,frontend,62.69,765,6.79,False,7,5.13,Business Operational,"RTO=62.69h, RPO=765m, $impact=6.79k/hr, regulatory=False, customer_impact=7 -> BCP 5.13 (Business Operational)"
APP_106-nonprod,APP_106,nonprod,frontend,1.09,12,55.51,False,8,6.83,Business Critical,"RTO=1.09h, RPO=12m, $impact=55.51k/hr, regulatory=False, customer_impact=8 -> BCP 6.83 (Business Critical)"
APP_107-prod,APP_107,prod,frontend,7.14,143,27.11,True,7,6.34,Business Operational,"RTO=7.14h, RPO=143m, $impact=27.11k/hr, regulatory=True, customer_impact=7 -> BCP 6.34 (Business Operational)"
APP_107-nonprod,APP_107,nonprod,frontend,46.32,803,2.0,False,7,4.99,Business Operational,"RTO=46.32h, RPO=803m, $impact=2.0k/hr, regulatory=False, customer_impact=7 -> BCP 4.99 (Business Operational)"
APP_108-prod,APP_108,prod,frontend,33.76,883,0.25,False,5,4.56,Business Operational,"RTO=33.76h, RPO=883m, $impact=0.25k/hr, regulatory=False, customer_impact=5 -> BCP 4.56 (Business Operational)"
APP_108-nonprod,APP_108,nonprod,frontend,47.56,1114,76.45,False,7,5.63,Business Operational,"RTO=47.56h, RPO=1114m, $impact=76.45k/hr, regulatory=False, customer_impact=7 -> BCP 5.63 (Business Operational)"
APP_109-prod,APP_109,prod,frontend,17.99,507,6.52,False,4,5.05,Business Operational,"RTO=17.99h, RPO=507m, $impact=6.52k/hr, regulatory=False, customer_impact=4 -> BCP 5.05 (Business Operational)"
APP_109-nonprod,APP_109,nonprod,frontend,1.0,19,3.14,False,5,5.81,Business Operational,"RTO=1.0h, RPO=19m, $impact=3.14k/hr, regulatory=False, customer_impact=5 -> BCP 5.81 (Business Operational)"
APP_110-prod,APP_110,prod,frontend,6.7,1202,0.24,True,5,5.01,Business Operational,"RTO=6.7h, RPO=1202m, $impact=0.24k/hr, regulatory=True, customer_impact=5 -> BCP 5.01 (Business Operational)"
APP_110-nonprod,APP_110,nonprod,frontend,58.82,814,22.17,False,6,5.22,Business Operational,"RTO=58.82h, RPO=814m, $impact=22.17k/hr, regulatory=False, customer_impact=6 -> BCP 5.22 (Business Operational)"
APP_111-prod,APP_111,prod,frontend,10.56,528,45.85,False,10,6.47,Business Operational,"RTO=10.56h, RPO=528m, $impact=45.85k/hr, regulatory=False, customer_impact=10 -> BCP 6.47 (Business Operational)"
APP_111-nonprod,APP_111,nonprod,frontend,52.47,1395,25.21,False,2,4.58,Business Operational,"RTO=52.47h, RPO=1395m, $impact=25.21k/hr, regulatory=False, customer_impact=2 -> BCP 4.58 (Business Operational)"
APP_112-prod,APP_112,prod,frontend,16.89,955,0.79,True,7,5.22,Business Operational,"RTO=16.89h, RPO=955m, $impact=0.79k/hr, regulatory=True, customer_impact=7 -> BCP 5.22 (Business Operational)"
APP_112-nonprod,APP_112,nonprod,frontend,27.73,1105,19.79,False,2,4.73,Business Operational,"RTO=27.73h, RPO=1105m, $impact=19.79k/hr, regulatory=False, customer_impact=2 -> BCP 4.73 (Business Operational)"
APP_113-prod,APP_113,prod,frontend,70.22,1183,28.46,False,5,5.01,Business Operational,"RTO=70.22h, RPO=1183m, $impact=28.46k/hr, regulatory=False, customer_impact=5 -> BCP 5.01 (Business Operational)"
APP_113-nonprod,APP_113,nonprod,frontend,1.88,24,1.17,False,8,6.1,Business Operational,"RTO=1.88h, RPO=24m, $impact=1.17k/hr, regulatory=False, customer_impact=8 -> BCP 6.1 (Business Operational)"
APP_114-prod,APP_114,prod,frontend,23.63,509,0.11,False,6,4.87,Business Operational,"RTO=23.63h, RPO=509m, $impact=0.11k/hr, regulatory=False, customer_impact=6 -> BCP 4.87 (Business Operational)"
APP_114-nonprod,APP_114,nonprod,frontend,30.05,230,34.09,True,3,5.38,Business Operational,"RTO=30.05h, RPO=230m, $impact=34.09k/hr, regulatory=True, customer_impact=3 -> BCP 5.38 (Business Operational)"
APP_115-prod,APP_115,prod,frontend,17.06,621,2.31,False,4,4.85,Business Operational,"RTO=17.06h, RPO=621m, $impact=2.31k/hr, regulatory=False, customer_impact=4 -> BCP 4.85 (Business Operational)"
APP_115-nonprod,APP_115,nonprod,frontend,56.38,830,0.22,True,7,4.88,Business Operational,"RTO=56.38h, RPO=830m, $impact=0.22k/hr, regulatory=True, customer_impact=7 -> BCP 4.88 (Business Operational)"
APP_116-prod,APP_116,prod,frontend,45.25,980,1.23,False,4,4.45,Non-Critical,"RTO=45.25h, RPO=980m, $impact=1.23k/hr, regulatory=False, customer_impact=4 -> BCP 4.45 (Non-Critical)"
APP_116-nonprod,APP_116,nonprod,frontend,32.94,415,104.66,True,6,5.95,Business Operational,"RTO=32.94h, RPO=415m, $impact=104.66k/hr, regulatory=True, customer_impact=6 -> BCP 5.95 (Business Operational)"
APP_117-prod,APP_117,prod,frontend,21.83,986,8.84,False,6,5.24,Business Operational,"RTO=21.83h, RPO=986m, $impact=8.84k/hr, regulatory=False, customer_impact=6 -> BCP 5.24 (Business Operational)"
APP_117-nonprod,APP_117,nonprod,frontend,0.94,17,0.11,False,4,5.37,Business Operational,"RTO=0.94h, RPO=17m, $impact=0.11k/hr, regulatory=False, customer_impact=4 -> BCP 5.37 (Business Operational)"
APP_118-prod,APP_118,prod,frontend,11.61,390,2.05,True,10,6.04,Business Operational,"RTO=11.61h, RPO=390m, $impact=2.05k/hr, regulatory=True, customer_impact=10 -> BCP 6.04 (Business Operational)"
APP_118-nonprod,APP_118,nonprod,frontend,14.3,566,65.27,False,7,6.01,Business Operational,"RTO=14.3h, RPO=566m, $impact=65.27k/hr, regulatory=False, customer_impact=7 -> BCP 6.01 (Business Operational)"
APP_119-prod,APP_119,prod,frontend,58.43,131,279.94,True,1,5.46,Business Operational,"RTO=58.43h, RPO=131m, $impact=279.94k/hr, regulatory=True, customer_impact=1 -> BCP 5.46 (Business Operational)"
APP_119-nonprod,APP_119,nonprod,frontend,1.86,25,20.09,False,6,6.3,Business Operational,"RTO=1.86h, RPO=25m, $impact=20.09k/hr, regulatory=False, customer_impact=6 -> BCP 6.3 (Business Operational)"
APP_120-prod,APP_120,prod,frontend,31.24,192,0.12,False,4,4.67,Business Operational,"RTO=31.24h, RPO=192m, $impact=0.12k/hr, regulatory=False, customer_impact=4 -> BCP 4.67 (Business Operational)"
APP_120-nonprod,APP_120,nonprod,frontend,45.27,1203,477.62,True,7,6.16,Business Operational,"RTO=45.27h, RPO=1203m, $impact=477.62k/hr, regulatory=True, customer_impact=7 -> BCP 6.16 (Business Operational)"
APP_121-prod,APP_121,prod,backend,19.03,860,12.47,False,4,5.07,Business Operational,"RTO=19.03h, RPO=860m, $impact=12.47k/hr, regulatory=False, customer_impact=4 -> BCP 5.07 (Business Operational)"
APP_121-nonprod,APP_121,nonprod,backend,25.77,499,0.47,False,5,4.77,Business Operational,"RTO=25.77h, RPO=499m, $impact=0.47k/hr, regulatory=False, customer_impact=5 -> BCP 4.77 (Business Operational)"
APP_122-prod,APP_122,prod,backend,37.7,1307,2.5,False,7,4.98,Business Operational,"RTO=37.7h, RPO=1307m, $impact=2.5k/hr, regulatory=False, customer_impact=7 -> BCP 4.98 (Business Operational)"
APP_122-nonprod,APP_122,nonprod,backend,59.05,363,0.39,False,7,4.91,Business Operational,"RTO=59.05h, RPO=363m, $impact=0.39k/hr, regulatory=False, customer_impact=7 -> BCP 4.91 (Business Operational)"
APP_123-prod,APP_123,prod,backend,55.22,954,0.51,False,3,4.17,Non-Critical,"RTO=55.22h, RPO=954m, $impact=0.51k/hr, regulatory=False, customer_impact=3 -> BCP 4.17 (Non-Critical)"
APP_123-nonprod,APP_123,nonprod,backend,54.81,1101,6.25,False,5,4.78,Business Operational,"RTO=54.81h, RPO=1101m, $impact=6.25k/hr, regulatory=False, customer_impact=5 -> BCP 4.78 (Business Operational)"
APP_124-prod,APP_124,prod,backend,46.47,910,286.41,False,5,5.66,Business Operational,"RTO=46.47h, RPO=910m, $impact=286.41k/hr, regulatory=False, customer_impact=5 -> BCP 5.66 (Business Operational)"
APP_124-nonprod,APP_124,nonprod,backend,6.78,653,1.63,False,4,5.0,Business Operational,"RTO=6.78h, RPO=653m, $impact=1.63k/hr, regulatory=False, customer_impact=4 -> BCP 5.0 (Business Operational)"
APP_125-prod,APP_125,prod,backend,1.14,9,6.42,True,9,6.67,Business Critical,"RTO=1.14h, RPO=9m, $impact=6.42k/hr, regulatory=True, customer_impact=9 -> BCP 6.67 (Business Critical)"
APP_125-nonprod,APP_125,nonprod,backend,7.37,1248,263.74,False,6,6.16,Business Operational,"RTO=7.37h, RPO=1248m, $impact=263.74k/hr, regulatory=False, customer_impact=6 -> BCP 6.16 (Business Operational)"
APP_126-prod,APP_126,prod,backend,34.39,811,146.98,False,3,5.31,Business Operational,"RTO=34.39h, RPO=811m, $impact=146.98k/hr, regulatory=False, customer_impact=3 -> BCP 5.31 (Business Operational)"
APP_126-nonprod,APP_126,nonprod,backend,58.69,949,1.93,False,7,4.9,Business Operational,"RTO=58.69h, RPO=949m, $impact=1.93k/hr, regulatory=False, customer_impact=7 -> BCP 4.9 (Business Operational)"
