source,target,source_type,target_type,dependency_type,data_flow_score,weight
APP_069-prod,DB-P046,application,database,asynchronous,5,4.382
APP_069-prod,DB-P039,application,database,asynchronous,1,3.982
APP_069-prod,SRV-P094,application,server,fallback,1,3.382
APP_069-nonprod,SRV-N088,application,server,synchronous,1,4.426
APP_069-nonprod,SRV-N118,application,server,batch,5,3.926
APP_069-nonprod,SRV-N075,application,server,asynchronous,9,4.626
APP_069-nonprod,APP_021-nonprod,application,application,informational,5,3.626
APP_069-nonprod,APP_099-nonprod,application,application,near-real-time,8,4.826
APP_069-nonprod,APP_201-nonprod,application,application,batch,6,4.026
APP_069-nonprod,APP_185-nonprod,application,application,asynchronous,5,4.226
APP_069-nonprod,SRV-N162,application,server,fallback,1,3.226
APP_070-prod,SRV-P189,application,server,synchronous,6,5.784
APP_070-prod,SRV-P010,application,server,synchronous,4,5.584
APP_070-prod,DB-P031,application,database,asynchronous,4,4.984
APP_070-prod,DB-P009,application,database,batch,4,4.684
APP_070-prod,APP_257-prod,application,application,asynchronous,3,4.884
APP_070-prod,APP_231-nonprod,application,application,informational,8,4.784
APP_070-prod,SRV-P005,application,server,fallback,1,4.084
APP_070-nonprod,SRV-N087,application,server,synchronous,4,4.558
APP_070-nonprod,DB-N006,application,database,asynchronous,2,3.758
APP_070-nonprod,DB-N028,application,database,batch,5,3.758
APP_070-nonprod,APP_236-nonprod,application,application,informational,3,3.258
APP_070-nonprod,APP_276-nonprod,application,application,synchronous,6,4.758
APP_070-nonprod,APP_298-nonprod,application,application,near-real-time,5,4.358
APP_070-nonprod,APP_037-nonprod,application,application,synchronous,9,5.058
APP_070-nonprod,SRV-N037,application,server,fallback,1,3.058
APP_071-prod,SRV-P168,application,server,synchronous,5,4.688
APP_071-prod,SRV-P159,application,server,synchronous,4,4.588
APP_071-prod,DB-P017,application,database,synchronous,5,4.688
APP_071-prod,DB-P007,application,database,informational,6,3.588
APP_071-prod,SRV-P117,application,server,fallback,1,3.088
APP_071-nonprod,SRV-N044,application,server,batch,6,4.308
APP_071-nonprod,SRV-N017,application,server,batch,5,4.208
APP_071-nonprod,SRV-N028,application,server,synchronous,2,4.808
APP_071-nonprod,DB-N029,application,database,synchronous,1,4.708
APP_071-nonprod,DB-N026,application,database,asynchronous,3,4.308
APP_071-nonprod,APP_168-nonprod,application,application,synchronous,4,5.008
APP_071-nonprod,APP_296-nonprod,application,application,asynchronous,5,4.508
APP_071-nonprod,APP_166-nonprod,application,application,batch,6,4.308
APP_071-nonprod,SRV-N055,application,server,fallback,1,3.508
APP_072-prod,SRV-P152,application,server,synchronous,6,4.74
APP_072-prod,SRV-P071,application,server,fallback,1,3.04
APP_072-nonprod,SRV-N194,application,server,asynchronous,4,4.828
APP_072-nonprod,DB-N048,application,database,asynchronous,4,4.828
APP_072-nonprod,DB-N057,application,database,near-real-time,4,5.128
APP_072-nonprod,APP_021-nonprod,application,application,synchronous,1,5.128
APP_072-nonprod,APP_194-nonprod,application,application,batch,3,4.428
APP_072-nonprod,APP_009-nonprod,application,application,batch,5,4.628
APP_072-nonprod,APP_042-nonprod,application,application,synchronous,2,5.228
APP_072-nonprod,SRV-N046,application,server,fallback,1,3.928
APP_073-prod,SRV-P181,application,server,asynchronous,6,5.274
APP_073-prod,DB-P054,application,database,asynchronous,7,5.374
APP_073-prod,APP_065-nonprod,application,application,near-real-time,9,5.874
APP_073-prod,APP_140-prod,application,application,asynchronous,5,5.174
APP_073-prod,APP_212-prod,application,application,near-real-time,10,5.974
APP_073-prod,SRV-P045,application,server,fallback,1,4.174
APP_073-nonprod,SRV-N178,application,server,synchronous,5,4.934
APP_073-nonprod,SRV-N047,application,server,batch,4,3.934
APP_073-nonprod,SRV-N157,application,server,informational,3,3.534
APP_073-nonprod,DB-N039,application,database,asynchronous,3,4.134
APP_073-nonprod,DB-N001,application,database,asynchronous,3,4.134
APP_073-nonprod,APP_061-nonprod,application,application,informational,6,3.834
APP_073-nonprod,SRV-N025,application,server,fallback,1,3.334
APP_074-prod,SRV-P093,application,server,batch,5,3.584
APP_074-prod,SRV-P139,application,server,asynchronous,5,3.884
APP_074-prod,SRV-P119,application,server,batch,5,3.584
APP_074-prod,DB-P027,application,database,near-real-time,6,4.284
APP_074-prod,DB-P025,application,database,synchronous,5,4.484
APP_074-prod,APP_244-prod,application,application,asynchronous,1,3.484
APP_074-prod,SRV-P041,application,server,fallback,1,2.884
APP_074-nonprod,SRV-N012,application,server,synchronous,1,4.456
APP_074-nonprod,SRV-N094,application,server,near-real-time,6,4.656
APP_074-nonprod,SRV-N112,application,server,near-real-time,2,4.256
APP_074-nonprod,DB-N059,application,database,synchronous,3,4.656
APP_074-nonprod,DB-N007,application,database,informational,1,3.256
APP_074-nonprod,APP_082-nonprod,application,application,batch,1,3.556
APP_074-nonprod,SRV-N125,application,server,fallback,1,3.256
APP_075-prod,SRV-P030,application,server,synchronous,6,5.496
APP_075-prod,SRV-P061,application,server,batch,6,4.596
APP_075-prod,SRV-P152,application,server,asynchronous,3,4.596
APP_075-prod,DB-P026,application,database,batch,1,4.096
APP_075-prod,APP_119-prod,application,application,batch,4,4.396
APP_075-prod,APP_168-prod,application,application,near-real-time,7,5.296
APP_075-prod,SRV-P061,application,server,fallback,1,3.796
APP_075-nonprod,SRV-N106,application,server,batch,2,3.788
APP_075-nonprod,SRV-N097,application,server,batch,5,4.088
APP_075-nonprod,SRV-N019,application,server,asynchronous,4,4.288
APP_075-nonprod,DB-N007,application,database,batch,5,4.088
APP_075-nonprod,APP_112-nonprod,application,application,informational,6,3.888
APP_075-nonprod,SRV-N117,application,server,fallback,1,3.388
APP_076-prod,SRV-P100,application,server,asynchronous,3,4.26
APP_076-prod,DB-P025,application,database,asynchronous,6,4.56
APP_076-prod,APP_105-prod,application,application,near-real-time,5,4.76
APP_076-prod,APP_017-prod,application,application,asynchronous,5,4.46
APP_076-prod,SRV-P016,application,server,fallback,1,3.46
APP_076-nonprod,SRV-N035,application,server,synchronous,3,4.674
APP_076-nonprod,SRV-N120,application,server,asynchronous,4,4.174
APP_076-nonprod,APP_114-nonprod,application,application,batch,3,3.774
APP_076-nonprod,APP_082-nonprod,application,application,batch,5,3.974
APP_076-nonprod,SRV-N164,application,server,fallback,1,3.274
APP_077-prod,SRV-P044,application,server,asynchronous,8,4.31
APP_077-prod,SRV-P142,application,server,batch,2,3.41
APP_077-prod,SRV-P023,application,server,asynchronous,1,3.61
APP_077-prod,DB-P063,application,database,batch,6,3.81
APP_077-prod,DB-P028,application,database,asynchronous,3,3.81
APP_077-prod,APP_144-prod,application,application,synchronous,3,4.41
APP_077-prod,APP_220-nonprod,application,application,batch,9,4.11
APP_077-prod,APP_127-nonprod,application,application,near-real-time,4,4.21
APP_077-prod,SRV-P112,application,server,fallback,1,3.01
APP_077-nonprod,SRV-N057,application,server,batch,8,4.22
APP_077-nonprod,SRV-N152,application,server,informational,6,3.72
APP_077-nonprod,SRV-N147,application,server,batch,4,3.82
APP_077-nonprod,DB-N006,application,database,synchronous,8,5.12
APP_077-nonprod,APP_260-nonprod,application,application,synchronous,4,4.72
APP_077-nonprod,APP_273-nonprod,application,application,asynchronous,8,4.52
APP_077-nonprod,APP_051-nonprod,application,application,asynchronous,6,4.32
APP_077-nonprod,SRV-N062,application,server,fallback,1,3.22
APP_078-prod,SRV-P143,application,server,batch,7,4.684
APP_078-prod,DB-P053,application,database,informational,7,4.384
APP_078-prod,DB-P017,application,database,asynchronous,4,4.684
APP_078-prod,APP_047-prod,application,application,synchronous,3,5.184
APP_078-prod,SRV-P172,application,server,fallback,1,3.784
APP_078-nonprod,SRV-N042,application,server,batch,5,4.646
APP_078-nonprod,SRV-N147,application,server,batch,3,4.446
APP_078-nonprod,APP_239-nonprod,application,application,batch,10,5.146
APP_078-nonprod,APP_209-nonprod,application,application,near-real-time,6,5.346
APP_078-nonprod,APP_191-nonprod,application,application,asynchronous,4,4.846
APP_078-nonprod,SRV-N181,application,server,fallback,1,3.946
APP_079-prod,SRV-P001,application,server,batch,5,4.46
APP_079-prod,SRV-P019,application,server,asynchronous,2,4.46
APP_079-prod,SRV-P177,application,server,near-real-time,3,4.86
APP_079-prod,APP_219-nonprod,application,application,batch,9,4.86
APP_079-prod,APP_279-prod,application,application,asynchronous,4,4.66
APP_079-prod,SRV-P054,application,server,fallback,1,3.76
APP_079-nonprod,SRV-N021,application,server,asynchronous,2,4.25
APP_079-nonprod,SRV-N086,application,server,batch,6,4.35
APP_079-nonprod,SRV-N015,application,server,asynchronous,7,4.75
APP_079-nonprod,DB-N047,application,database,batch,5,4.25
APP_079-nonprod,DB-N015,application,database,asynchronous,5,4.55
APP_079-nonprod,APP_021-nonprod,application,application,asynchronous,3,4.35
APP_079-nonprod,APP_091-nonprod,application,application,asynchronous,1,4.15
APP_079-nonprod,APP_035-nonprod,application,application,asynchronous,10,5.05
APP_079-nonprod,SRV-N199,application,server,fallback,1,3.55
APP_080-prod,SRV-P036,application,server,informational,4,3.91
APP_080-prod,APP_059-prod,application,application,asynchronous,5,4.61
APP_080-prod,APP_298-nonprod,application,application,batch,9,4.71
APP_080-prod,APP_108-nonprod,application,application,batch,7,4.51
APP_080-prod,APP_116-nonprod,application,application,near-real-time,7,5.11
APP_080-prod,SRV-P069,application,server,fallback,1,3.61
APP_080-nonprod,SRV-N175,application,server,asynchronous,9,4.974
APP_080-nonprod,SRV-N014,application,server,synchronous,3,4.974
APP_080-nonprod,SRV-N089,application,server,asynchronous,6,4.674
APP_080-nonprod,DB-N068,application,database,batch,4,4.174
APP_080-nonprod,DB-N061,application,database,batch,4,4.174
APP_080-nonprod,APP_151-nonprod,application,application,asynchronous,10,5.074
APP_080-nonprod,APP_190-nonprod,application,application,batch,7,4.474
APP_080-nonprod,APP_034-nonprod,application,application,near-real-time,7,5.074
APP_080-nonprod,APP_236-nonprod,application,application,synchronous,9,5.574
APP_080-nonprod,SRV-N101,application,server,fallback,1,3.574
APP_081-prod,SRV-P074,application,server,informational,4,4.276
APP_081-prod,SRV-P043,application,server,fallback,1,3.976
APP_081-nonprod,SRV-N029,application,server,asynchronous,3,4.494
APP_081-nonprod,SRV-N128,application,server,synchronous,2,4.994
APP_081-nonprod,APP_012-nonprod,application,application,near-real-time,1,4.594
APP_081-nonprod,APP_279-nonprod,application,application,informational,10,4.594
APP_081-nonprod,APP_244-nonprod,application,application,near-real-time,2,4.694
APP_081-nonprod,APP_229-nonprod,application,application,batch,5,4.394
APP_081-nonprod,SRV-N006,application,server,fallback,1,3.694
APP_082-prod,SRV-P049,application,server,synchronous,4,5.578
APP_082-prod,SRV-P060,application,server,batch,5,4.778
APP_082-prod,DB-P043,application,database,asynchronous,5,5.078
APP_082-prod,DB-P044,application,database,asynchronous,5,5.078
APP_082-prod,APP_250-prod,application,application,asynchronous,4,4.978
APP_082-prod,APP_272-nonprod,application,application,batch,5,4.778
APP_082-prod,SRV-P114,application,server,fallback,1,4.078
APP_082-nonprod,SRV-N078,application,server,asynchronous,5,4.748
APP_082-nonprod,SRV-N079,application,server,synchronous,4,5.248
APP_082-nonprod,DB-N030,application,database,asynchronous,7,4.948
APP_082-nonprod,APP_025-nonprod,application,application,synchronous,7,5.548
APP_082-nonprod,APP_147-nonprod,application,application,asynchronous,8,5.048
APP_082-nonprod,SRV-N043,application,server,fallback,1,3.748
APP_083-prod,SRV-P042,application,server,batch,6,4.782
APP_083-prod,SRV-P074,application,server,synchronous,7,5.782
APP_083-prod,SRV-P045,application,server,batch,5,4.682
APP_083-prod,DB-P020,application,database,near-real-time,1,4.882
APP_083-prod,DB-P015,application,database,synchronous,4,5.482
APP_083-prod,APP_295-nonprod,application,application,synchronous,4,5.482
APP_083-prod,APP_134-nonprod,application,application,asynchronous,4,4.882
APP_083-prod,SRV-P053,application,server,fallback,1,3.982
APP_083-nonprod,SRV-N182,application,server,synchronous,6,5.604
APP_083-nonprod,SRV-N082,application,server,informational,7,4.504
APP_083-nonprod,SRV-N038,application,server,asynchronous,5,4.904
APP_083-nonprod,DB-N021,application,database,asynchronous,4,4.804
APP_083-nonprod,DB-N016,application,database,informational,7,4.504
APP_083-nonprod,APP_257-nonprod,application,application,batch,6,4.704
APP_083-nonprod,APP_236-nonprod,application,application,informational,10,4.804
APP_083-nonprod,APP_080-nonprod,application,application,synchronous,7,5.704
APP_083-nonprod,SRV-N190,application,server,fallback,1,3.904
APP_084-prod,SRV-P130,application,server,near-real-time,1,4.474
APP_084-prod,SRV-P181,application,server,near-real-time,6,4.974
APP_084-prod,SRV-P075,application,server,informational,5,3.974
APP_084-prod,DB-P019,application,database,batch,6,4.374
APP_084-prod,DB-P057,application,database,asynchronous,5,4.574
APP_084-prod,SRV-P188,application,server,fallback,1,3.574
APP_084-nonprod,SRV-N011,application,server,synchronous,4,5.332
APP_084-nonprod,SRV-N142,application,server,synchronous,2,5.132
APP_084-nonprod,APP_114-nonprod,application,application,asynchronous,5,4.832
APP_084-nonprod,APP_048-nonprod,application,application,near-real-time,3,4.932
APP_084-nonprod,APP_101-nonprod,application,application,asynchronous,4,4.732
APP_084-nonprod,SRV-N057,application,server,fallback,1,3.832
APP_085-prod,SRV-P051,application,server,synchronous,6,5.466
APP_085-prod,SRV-P138,application,server,batch,8,4.766
APP_085-prod,DB-P012,application,database,informational,4,4.066
APP_085-prod,DB-P051,application,database,near-real-time,1,4.666
APP_085-prod,APP_263-prod,application,application,informational,7,4.366
APP_085-prod,APP_186-prod,application,application,asynchronous,9,5.166
APP_085-prod,SRV-P184,application,server,fallback,1,3.766
APP_085-nonprod,SRV-N095,application,server,asynchronous,3,4.476
APP_085-nonprod,SRV-N004,application,server,near-real-time,4,4.876
APP_085-nonprod,DB-N040,application,database,informational,4,3.976
APP_085-nonprod,APP_045-nonprod,application,application,near-real-time,3,4.776
APP_085-nonprod,APP_229-nonprod,application,application,batch,7,4.576
APP_085-nonprod,APP_214-nonprod,application,application,batch,5,4.376
APP_085-nonprod,APP_149-nonprod,application,application,near-real-time,7,5.176
APP_085-nonprod,SRV-N187,application,server,fallback,1,3.676
APP_086-prod,SRV-P187,application,server,batch,3,4.452
APP_086-prod,SRV-P036,application,server,batch,4,4.552
APP_086-prod,DB-P012,application,database,synchronous,5,5.552
APP_086-prod,DB-P039,application,database,asynchronous,3,4.752
APP_086-prod,APP_173-prod,application,application,synchronous,10,6.052
APP_086-prod,APP_193-nonprod,application,application,synchronous,4,5.452
APP_086-prod,APP_211-prod,application,application,asynchronous,6,5.052
APP_086-prod,APP_141-prod,application,application,asynchronous,8,5.252
APP_086-prod,SRV-P143,application,server,fallback,1,3.952
APP_086-nonprod,SRV-N182,application,server,asynchronous,2,3.71
APP_086-nonprod,SRV-N036,application,server,synchronous,1,4.21
APP_086-nonprod,DB-N038,application,database,asynchronous,1,3.61
APP_086-nonprod,SRV-N078,application,server,fallback,1,3.01
APP_087-prod,SRV-P078,application,server,asynchronous,7,5.158
APP_087-prod,SRV-P190,application,server,asynchronous,3,4.758
APP_087-prod,SRV-P007,application,server,batch,10,5.158
APP_087-prod,APP_155-prod,application,application,informational,4,4.258
APP_087-prod,APP_243-prod,application,application,synchronous,6,5.658
APP_087-prod,SRV-P171,application,server,fallback,1,3.958
APP_087-nonprod,SRV-N107,application,server,synchronous,8,5.246
APP_087-nonprod,SRV-N177,application,server,asynchronous,9,4.746
APP_087-nonprod,SRV-N196,application,server,fallback,1,3.346
APP_088-prod,SRV-P127,application,server,informational,9,4.068
APP_088-prod,SRV-P018,application,server,asynchronous,7,4.468
APP_088-prod,DB-P075,application,database,asynchronous,6,4.368
APP_088-prod,APP_133-nonprod,application,application,asynchronous,7,4.468
APP_088-prod,APP_245-prod,application,application,informational,8,3.968
APP_088-prod,APP_062-prod,application,application,asynchronous,4,4.168
APP_088-prod,SRV-P188,application,server,fallback,1,3.268
APP_088-nonprod,SRV-N005,application,server,batch,3,3.864
APP_088-nonprod,SRV-N042,application,server,asynchronous,4,4.264
APP_088-nonprod,SRV-N038,application,server,near-real-time,4,4.564
APP_088-nonprod,DB-N018,application,database,asynchronous,3,4.164
APP_088-nonprod,DB-N007,application,database,near-real-time,5,4.664
APP_088-nonprod,APP_184-nonprod,application,application,synchronous,8,5.264
APP_088-nonprod,APP_151-nonprod,application,application,asynchronous,6,4.464
APP_088-nonprod,APP_040-nonprod,application,application,asynchronous,10,4.864
APP_088-nonprod,SRV-N197,application,server,fallback,1,3.364
APP_089-prod,SRV-P047,application,server,batch,2,4.55
APP_089-prod,SRV-P154,application,server,batch,4,4.75
APP_089-prod,SRV-P140,application,server,near-real-time,3,5.25
APP_089-prod,DB-P039,application,database,near-real-time,1,5.05
APP_089-prod,APP_050-prod,application,application,asynchronous,5,5.15
APP_089-prod,APP_181-nonprod,application,application,batch,5,4.85
APP_089-prod,SRV-P004,application,server,fallback,1,4.15
APP_089-nonprod,SRV-N133,application,server,near-real-time,8,5.306
APP_089-nonprod,DB-N053,application,database,asynchronous,5,4.706
APP_089-nonprod,APP_053-nonprod,application,application,near-real-time,2,4.706
APP_089-nonprod,SRV-N129,application,server,fallback,1,3.706
APP_090-prod,SRV-P049,application,server,batch,8,4.922
APP_090-prod,DB-P068,application,database,batch,6,4.722
APP_090-prod,DB-P071,application,database,batch,5,4.622
APP_090-prod,SRV-P107,application,server,fallback,1,3.922
APP_090-nonprod,SRV-N020,application,server,synchronous,4,5.536
APP_090-nonprod,SRV-N034,application,server,informational,3,4.236
APP_090-nonprod,DB-N045,application,database,asynchronous,3,4.836
APP_090-nonprod,APP_072-nonprod,application,application,batch,9,5.136
APP_090-nonprod,APP_269-nonprod,application,application,batch,10,5.236
APP_090-nonprod,SRV-N088,application,server,fallback,1,4.036
APP_091-prod,SRV-P182,application,server,near-real-time,8,5.384
APP_091-prod,DB-P016,application,database,near-real-time,3,4.884
APP_091-prod,DB-P019,application,database,asynchronous,1,4.384
APP_091-prod,APP_065-prod,application,application,near-real-time,6,5.184
APP_091-prod,APP_041-prod,application,application,asynchronous,1,4.384
APP_091-prod,SRV-P196,application,server,fallback,1,3.784
APP_091-nonprod,SRV-N020,application,server,synchronous,5,4.556
APP_091-nonprod,DB-N056,application,database,synchronous,3,4.356
APP_091-nonprod,SRV-N009,application,server,fallback,1,2.956
APP_092-prod,SRV-P132,application,server,asynchronous,4,4.468
APP_092-prod,SRV-P121,application,server,synchronous,1,4.768
APP_092-prod,SRV-P065,application,server,synchronous,6,5.268
APP_092-prod,DB-P002,application,database,batch,2,3.968
APP_092-prod,SRV-P155,application,server,fallback,1,3.568
APP_092-nonprod,SRV-N151,application,server,informational,2,3.764
APP_092-nonprod,APP_015-nonprod,application,application,synchronous,1,4.864
APP_092-nonprod,APP_144-nonprod,application,application,informational,5,4.064
APP_092-nonprod,SRV-N090,application,server,fallback,1,3.664
APP_093-prod,SRV-P042,application,server,batch,8,4.802
APP_093-prod,SRV-P200,application,server,batch,8,4.802
APP_093-prod,APP_293-prod,application,application,synchronous,4,5.302
APP_093-prod,APP_297-nonprod,application,application,batch,4,4.402
APP_093-prod,APP_272-prod,application,application,near-real-time,7,5.302
APP_093-prod,APP_099-nonprod,application,application,informational,3,4.002
APP_093-prod,SRV-P044,application,server,fallback,1,3.802
APP_093-nonprod,SRV-N002,application,server,informational,5,4.358
APP_093-nonprod,SRV-N026,application,server,informational,6,4.458
APP_093-nonprod,SRV-N130,application,server,batch,7,4.858
APP_093-nonprod,DB-N047,application,database,asynchronous,3,4.758
APP_093-nonprod,APP_227-nonprod,application,application,asynchronous,5,4.958
APP_093-nonprod,SRV-N028,application,server,fallback,1,3.958
APP_094-prod,SRV-P091,application,server,informational,3,3.492
APP_094-prod,DB-P028,application,database,asynchronous,2,3.992
APP_094-prod,APP_058-nonprod,application,application,batch,5,3.992
APP_094-prod,APP_162-prod,application,application,synchronous,7,5.092
APP_094-prod,APP_057-prod,application,application,asynchronous,8,4.592
APP_094-prod,SRV-P127,application,server,fallback,1,3.292
APP_094-nonprod,SRV-N181,application,server,near-real-time,3,4.836
APP_094-nonprod,SRV-N185,application,server,synchronous,7,5.536
APP_094-nonprod,DB-N064,application,database,synchronous,3,5.136
APP_094-nonprod,APP_235-nonprod,application,application,asynchronous,5,4.736
APP_094-nonprod,APP_161-nonprod,application,application,asynchronous,3,4.536
APP_094-nonprod,SRV-N114,application,server,fallback,1,3.736
APP_095-prod,SRV-P142,application,server,asynchronous,1,4.174
APP_095-prod,DB-P025,application,database,batch,5,4.274
APP_095-prod,APP_189-nonprod,application,application,near-real-time,8,5.174
APP_095-prod,APP_253-prod,application,application,asynchronous,5,4.574
APP_095-prod,APP_204-prod,application,application,asynchronous,6,4.674
APP_095-prod,SRV-P169,application,server,fallback,1,3.574
APP_095-nonprod,SRV-N022,application,server,synchronous,6,5.436
APP_095-nonprod,SRV-N102,application,server,asynchronous,1,4.336
APP_095-nonprod,SRV-N152,application,server,informational,3,3.936
APP_095-nonprod,DB-N022,application,database,synchronous,5,5.336
APP_095-nonprod,DB-N026,application,database,asynchronous,1,4.336
APP_095-nonprod,APP_208-nonprod,application,application,synchronous,6,5.436
APP_095-nonprod,APP_219-nonprod,application,application,batch,1,4.036
APP_095-nonprod,APP_144-nonprod,application,application,batch,7,4.636
APP_095-nonprod,APP_299-nonprod,application,application,asynchronous,5,4.736
APP_095-nonprod,SRV-N194,application,server,fallback,1,3.736
APP_096-prod,SRV-P103,application,server,asynchronous,1,4.216
APP_096-prod,SRV-P171,application,server,asynchronous,7,4.816
APP_096-prod,SRV-P104,application,server,informational,3,3.816
APP_096-prod,DB-P036,application,database,synchronous,2,4.916
APP_096-prod,DB-P059,application,database,synchronous,4,5.116
APP_096-prod,APP_252-prod,application,application,asynchronous,9,5.016
APP_096-prod,APP_069-nonprod,application,application,synchronous,2,4.916
APP_096-prod,SRV-P189,application,server,fallback,1,3.616
APP_096-nonprod,SRV-N018,application,server,asynchronous,5,4.892
APP_096-nonprod,APP_197-nonprod,application,application,asynchronous,7,5.092
APP_096-nonprod,SRV-N084,application,server,fallback,1,3.892
APP_097-prod,SRV-P078,application,server,asynchronous,6,5.136
APP_097-prod,SRV-P170,application,server,fallback,1,4.036
APP_097-nonprod,SRV-N197,application,server,asynchronous,5,4.562
APP_097-nonprod,SRV-N120,application,server,near-real-time,4,4.762
APP_097-nonprod,SRV-N170,application,server,asynchronous,3,4.362
APP_097-nonprod,DB-N034,application,database,asynchronous,4,4.462
APP_097-nonprod,DB-N070,application,database,asynchronous,1,4.162
APP_097-nonprod,SRV-N111,application,server,fallback,1,3.562
APP_098-prod,SRV-P099,application,server,asynchronous,1,4.786
APP_098-prod,DB-P057,application,database,asynchronous,4,5.086
APP_098-prod,SRV-P046,application,server,fallback,1,4.186
APP_098-nonprod,SRV-N169,application,server,batch,6,4.224
APP_098-nonprod,SRV-N078,application,server,batch,1,3.724
APP_098-nonprod,SRV-N043,application,server,asynchronous,2,4.124
APP_098-nonprod,APP_201-nonprod,application,application,asynchronous,7,4.624
APP_098-nonprod,APP_057-nonprod,application,application,asynchronous,10,4.924
APP_098-nonprod,SRV-N126,application,server,fallback,1,3.424
APP_099-prod,SRV-P142,application,server,asynchronous,5,4.868
APP_099-prod,SRV-P147,application,server,asynchronous,3,4.668
APP_099-prod,SRV-P144,application,server,batch,4,4.468
APP_099-prod,DB-P008,application,database,asynchronous,6,4.968
APP_099-prod,DB-P064,application,database,asynchronous,2,4.568
APP_099-prod,APP_182-prod,application,application,batch,3,4.368
APP_099-prod,APP_147-prod,application,application,near-real-time,4,5.068
APP_099-prod,APP_015-prod,application,application,asynchronous,3,4.668
APP_099-prod,SRV-P033,application,server,fallback,1,3.868
APP_099-nonprod,SRV-N090,application,server,batch,5,4.424
APP_099-nonprod,SRV-N150,application,server,synchronous,8,5.624
APP_099-nonprod,DB-N044,application,database,asynchronous,4,4.624
APP_099-nonprod,DB-N055,application,database,asynchronous,3,4.524
APP_099-nonprod,APP_212-nonprod,application,application,asynchronous,5,4.724
APP_099-nonprod,APP_127-nonprod,application,application,near-real-time,1,4.624
APP_099-nonprod,SRV-N166,application,server,fallback,1,3.724
APP_100-prod,SRV-P152,application,server,synchronous,6,5.328
APP_100-prod,SRV-P177,application,server,synchronous,4,5.128
APP_100-prod,DB-P015,application,database,asynchronous,3,4.428
APP_100-prod,SRV-P138,application,server,fallback,1,3.628
APP_100-nonprod,SRV-N010,application,server,asynchronous,10,5.86
APP_100-nonprod,SRV-N109,application,server,asynchronous,5,5.36
APP_100-nonprod,DB-N035,application,database,synchronous,2,5.66
APP_100-nonprod,APP_012-nonprod,application,application,informational,4,4.66
APP_100-nonprod,APP_195-nonprod,application,application,asynchronous,9,5.76
APP_100-nonprod,APP_167-nonprod,application,application,asynchronous,6,5.46
APP_100-nonprod,SRV-N126,application,server,fallback,1,4.36
APP_101-prod,SRV-P177,application,server,asynchronous,2,5.366
APP_101-prod,DB-P064,application,database,asynchronous,5,5.666
APP_101-prod,APP_086-prod,application,application,asynchronous,3,5.466
APP_101-prod,APP_187-nonprod,application,application,informational,10,5.566
APP_101-prod,SRV-P052,application,server,fallback,1,4.666
APP_101-nonprod,SRV-N163,application,server,batch,7,5.17
APP_101-nonprod,SRV-N020,application,server,batch,4,4.87
APP_101-nonprod,DB-N028,application,database,near-real-time,6,5.67
APP_101-nonprod,DB-N007,application,database,near-real-time,4,5.47
APP_101-nonprod,APP_207-nonprod,application,application,batch,8,5.27
APP_101-nonprod,APP_048-nonprod,application,application,batch,7,5.17
APP_101-nonprod,APP_298-nonprod,application,application,synchronous,3,5.67
APP_101-nonprod,APP_174-nonprod,application,application,near-real-time,4,5.47
APP_101-nonprod,SRV-N146,application,server,fallback,1,4.27
APP_102-prod,SRV-P122,application,server,asynchronous,7,4.546
APP_102-prod,SRV-P089,application,server,batch,4,3.946
APP_102-prod,SRV-P167,application,server,batch,4,3.946
APP_102-prod,DB-P039,application,database,asynchronous,2,4.046
APP_102-prod,DB-P070,application,database,asynchronous,4,4.246
APP_102-prod,APP_207-prod,application,application,near-real-time,10,5.146
APP_102-prod,APP_265-prod,application,application,asynchronous,2,4.046
APP_102-prod,APP_281-nonprod,application,application,near-real-time,6,4.746
APP_102-prod,SRV-P005,application,server,fallback,1,3.346
APP_102-nonprod,SRV-N181,application,server,asynchronous,7,4.768
APP_102-nonprod,SRV-N048,application,server,asynchronous,4,4.468
APP_102-nonprod,SRV-N055,application,server,asynchronous,5,4.568
APP_102-nonprod,DB-N060,application,database,near-real-time,1,4.468
APP_102-nonprod,DB-N069,application,database,batch,4,4.168
APP_102-nonprod,APP_291-nonprod,application,application,batch,5,4.268
APP_102-nonprod,APP_031-nonprod,application,application,asynchronous,8,4.868
APP_102-nonprod,APP_188-nonprod,application,application,asynchronous,9,4.968
APP_102-nonprod,SRV-N062,application,server,fallback,1,3.568
APP_103-prod,SRV-P192,application,server,asynchronous,10,4.714
APP_103-prod,DB-P056,application,database,asynchronous,5,4.214
APP_103-prod,SRV-P163,application,server,fallback,1,3.214
APP_103-nonprod,SRV-N106,application,server,near-real-time,5,4.76
APP_103-nonprod,DB-N021,application,database,near-real-time,4,4.66
APP_103-nonprod,APP_122-nonprod,application,application,asynchronous,4,4.36
APP_103-nonprod,APP_059-nonprod,application,application,synchronous,7,5.26
APP_103-nonprod,APP_015-nonprod,application,application,near-real-time,5,4.76
APP_103-nonprod,APP_160-nonprod,application,application,asynchronous,6,4.56
APP_103-nonprod,SRV-N144,application,server,fallback,1,3.46
APP_104-prod,SRV-P109,application,server,asynchronous,7,4.696
APP_104-prod,SRV-P010,application,server,near-real-time,2,4.496
APP_104-prod,DB-P018,application,database,synchronous,6,5.196
APP_104-prod,APP_283-prod,application,application,near-real-time,9,5.196
